inchiKey,smiles,MolView_url,homo,lumo,verticalExcitationEnergy,redoxPotentialS0,redoxPotentialS1,redoxPotentialT1,dipoleMomentS0,dipoleMomentS1,dipoleMomentT1,zero0s1,zero0t1,ionizationPotential,source_directory
GZJJJOPTJVVSJD-QURGRASLSA-N,c1csc(n1)c1ccc(cc1)/N=N/c1ccc(cc1)c1nccs1,http://molview.org/?q=c1csc(n1)c1ccc(cc1)/N=N/c1ccc(cc1)c1nccs1,-6.4,-2.95,2.74,1.58,,,3.85,3.85,5.03,,,7.19,/scratch/adrion.d/workflow/benzene_trans
GZTAJJBXXKZHCG-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(cc1)F)c1ccc(cc1)F,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(cc1)F)c1ccc(cc1)F,-6.89,-3.12,2.61,2.39,,,1.22,1.22,2.14,,,7.87,/scratch/adrion.d/workflow/anthracene
GZZZUAYKSQDXSH-UHFFFAOYSA-N,O=Cn1c(ccc1C(F)(F)F)c1cc2c3cc(c4ccc(n4C=O)C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C=O)C(F)(F)F)cc(c5ccc4)c1ccc(n1C=O)C(F)(F)F,http://molview.org/?q=O=Cn1c(ccc1C(F)(F)F)c1cc2c3cc(c4ccc(n4C=O)C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C=O)C(F)(F)F)cc(c5ccc4)c1ccc(n1C=O)C(F)(F)F,-6.32,-3.16,3.0,-4.24,-6.4,-4.48,13.0,,12.81,2.16,0.24,7.25,/scratch/abreha.b/dibenzoperylenes
HAFABZVPDVGUEG-UHFFFAOYSA-N,FC(OC1=CC=C(C1)[C@@]1(N=N1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(OC1=CC=C(C1)[C@@]1(N=N1)OC(F)(F)F)(F)F,-6.59,-2.57,2.97,1.61,-0.97,,1.36,1.36,10.08,2.58,,8.07,/scratch/abreha.b/diazirines
HAKHDYMNYFOMTG-UHFFFAOYSA-N,c1cnc(nc1)c1cc2c3cc(c4ncccn4)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncccn1)cc(c5ccc4)c1ncccn1,http://molview.org/?q=c1cnc(nc1)c1cc2c3cc(c4ncccn4)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncccn1)cc(c5ccc4)c1ncccn1,-5.54,-2.7,2.95,0.73,-1.27,0.49,0.0,0.0,0.03,2.0,0.24,5.94,/scratch/abreha.b/dibenzoperylenes
HAWOUKVUFDMLAZ-UHFFFAOYSA-N,N#Cc1ccc(o1)[C@]1(C#N)N=N1,http://molview.org/?q=N#Cc1ccc(o1)[C@]1(C#N)N=N1,-7.4,-2.99,3.79,2.52,-0.4,0.14,2.99,2.99,8.53,2.92,2.38,9.18,/scratch/abreha.b/diazirines
HBBIETJUGOKZNE-DQRAZIAOSA-N,Cc1ncc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1cnc([nH]1)C,http://molview.org/?q=Cc1ncc([nH]1)c1ccc(s1)/N=N\c1ccc(s1)c1cnc([nH]1)C,-5.63,-2.9,2.38,0.66,,0.5,13.26,13.26,9.75,,0.16,6.3,/scratch/mileson.b/thiophene_cis
HBBIETJUGOKZNE-QURGRASLSA-N,Cc1ncc([nH]1)c1ccc(s1)/N=N/c1ccc(s1)c1cnc([nH]1)C,http://molview.org/?q=Cc1ncc([nH]1)c1ccc(s1)/N=N/c1ccc(s1)c1cnc([nH]1)C,-5.57,-2.91,2.84,0.66,,-0.09,8.22,8.22,8.32,,0.75,6.25,/scratch/abreha.b/photoswitch_flows/thiophene_trans
HBCUCHMJZOPPDI-QURGRASLSA-N,Fc1ccc(n1C)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C)F,http://molview.org/?q=Fc1ccc(n1C)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C)F,-5.27,-2.66,2.72,0.44,-1.52,,0.0,0.0,0.01,1.96,,5.98,/scratch/adrion.d/workflow/furan_trans
HBEHYLCYNROXEP-DQSJHHFOSA-N,COc1ccc(nc1)c1ccc(cc1)/N=N\c1ccc(cc1)c1ccc(cn1)OC,http://molview.org/?q=COc1ccc(nc1)c1ccc(cc1)/N=N\c1ccc(cc1)c1ccc(cn1)OC,-6.11,-2.43,2.71,1.13,,0.58,11.54,11.54,9.61,,0.55,6.58,/scratch/abreha.b/photoswitch_flows/benzene_cis
HBKJTYUWYTUFES-QVIHXGFCSA-N,FC(Oc1ccc(cc1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(cc1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1ccc(cc1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(cc1)OC(F)(F)F)(F)F,-5.87,-2.94,2.91,0.93,,,1.45,1.45,0.89,,,6.77,/scratch/adrion.d/workflow/furan_trans
HBOYHZWBIROGJU-UHFFFAOYSA-N,N#Cc1c(cc(cc1C1=CC=C(S1(=O)=O)C)C#N)C1=CC=C(S1(=O)=O)C,http://molview.org/?q=N#Cc1c(cc(cc1C1=CC=C(S1(=O)=O)C)C#N)C1=CC=C(S1(=O)=O)C,-7.25,-3.15,3.22,2.32,,0.05,13.84,13.84,12.99,,2.27,8.38,/scratch/adrion.d/workflow/dicyanobenzene_2_5
HBYUJAQQAZNDBM-UHFFFAOYSA-N,COc1ccc([nH]1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1ccc([nH]1)OC)c1ccc([nH]1)OC,http://molview.org/?q=COc1ccc([nH]1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1ccc([nH]1)OC)c1ccc([nH]1)OC,-5.18,-2.29,2.43,,,,8.71,8.71,10.04,,0.1,5.68,/scratch/abreha.b/descriptor_project/subpc
HCBHMKNNZIRFPS-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ncc(cn1)C(F)(F)F)C#N)c1ncc(cn1)C(F)(F)F,http://molview.org/?q=N#Cc1c(cc(cc1c1ncc(cn1)C(F)(F)F)C#N)c1ncc(cn1)C(F)(F)F,-8.01,-2.9,3.95,2.91,,0.4,0.03,0.03,3.14,,2.51,8.3,/scratch/adrion.d/workflow/dicyanobenzene_2_5
HEIWLSGNGZTKCT-UHFFFAOYSA-N,Clc1ncc([nH]1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1cnc([nH]1)Cl)c1cnc([nH]1)Cl,http://molview.org/?q=Clc1ncc([nH]1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1cnc([nH]1)Cl)c1cnc([nH]1)Cl,-5.59,-2.46,2.45,1.25,,1.14,5.82,5.82,6.92,,0.11,6.49,/scratch/abreha.b/descriptor_project/subpc
HELGZBGENGGFCK-JBWWEBJPSA-N,N#Cc1cc(C=N)c(c(c1)C=N)C#N,http://molview.org/?q=N#Cc1cc(C=N)c(c(c1)C=N)C#N,-8.12,-2.83,4.21,2.91,,0.24,2.34,2.34,2.36,,2.67,9.63,/scratch/adrion.d/workflow/dicyanobenzene_2_5
HEMWNHDBVGXLBD-UHFFFAOYSA-N,Cc1coc(n1)[C@]1(C)N=N1,http://molview.org/?q=Cc1coc(n1)[C@]1(C)N=N1,-6.9,-2.26,3.2,1.95,-1.07,,2.17,2.17,8.3,3.02,,8.31,/scratch/abreha.b/diazirines
HEPFSVBAEWXDNQ-UHFFFAOYSA-N,O=Cn1c(ccc1c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(n1C=O)C(F)(F)F)C(F)(F)F,http://molview.org/?q=O=Cn1c(ccc1c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(n1C=O)C(F)(F)F)C(F)(F)F,-7.04,-3.28,2.52,,,,7.47,7.47,4.95,2.64,,8.05,/scratch/adrion.d/workflow/anthracene
HERFIKXKFNKIPR-UHFFFAOYSA-N,ClC1=CC=C(S1(=O)=O)c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(S1(=O)=O)Cl)cc(c5ccc4)C1=CC=C(S1(=O)=O)Cl)C1=CC=C(S1(=O)=O)Cl,http://molview.org/?q=ClC1=CC=C(S1(=O)=O)c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(S1(=O)=O)Cl)cc(c5ccc4)C1=CC=C(S1(=O)=O)Cl)C1=CC=C(S1(=O)=O)Cl,-5.83,-3.25,2.78,1.01,-0.73,,0.0,0.0,0.0,1.74,,6.62,/scratch/abreha.b/dibenzoperylenes
HEVIVLPZMOZKGV-ISLYRVAYSA-N,N#CC#Cc1ccc(o1)/N=N/c1ccc(o1)C#CC#N,http://molview.org/?q=N#CC#Cc1ccc(o1)/N=N/c1ccc(o1)C#CC#N,-6.61,-3.61,2.9,1.73,-0.55,0.88,0.0,0.0,0.0,2.28,0.85,7.8,/scratch/adrion.d/workflow/furan_trans
HEYBXGUENUHMSY-WCWDXBQESA-N,Clc1ccc(s1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(s1)Cl,http://molview.org/?q=Clc1ccc(s1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc(s1)Cl,-6.12,-2.8,2.81,1.2,,0.14,2.64,2.64,3.34,,1.06,6.88,/scratch/adrion.d/workflow/benzene_trans
HFACAUQOPJEOOP-UHFFFAOYSA-N,FC(C1=CC=C(S1(=O)=O)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(S1(=O)=O)C(F)(F)F)(F)F,http://molview.org/?q=FC(C1=CC=C(S1(=O)=O)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(S1(=O)=O)C(F)(F)F)(F)F,-5.73,-3.31,1.48,,,,10.93,10.93,5.86,,0.94,6.83,/scratch/abreha.b/dibenzoperylenes_2sub
HFVPXLCLVBEXOY-UHFFFAOYSA-N,N#Cc1c(cc(cc1C1=CC=C(C1)C)C#N)C1=CC=C(C1)C,http://molview.org/?q=N#Cc1c(cc(cc1C1=CC=C(C1)C)C#N)C1=CC=C(C1)C,-5.88,-2.69,2.86,-1.27,,-3.22,1.4,1.4,3.21,,1.95,7.18,/scratch/adrion.d/workflow/dicyanobenzene_2_5
HHFRPCBQXYSDCN-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1cccn1C=O)C#N)c1cccn1C=O,http://molview.org/?q=N#Cc1c(cc(cc1c1cccn1C=O)C#N)c1cccn1C=O,-6.55,-2.92,3.19,-0.99,,-3.03,4.07,4.07,7.72,,2.04,7.98,/scratch/adrion.d/workflow/dicyanobenzene_2_5
HHILBPYPKBAHDX-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1scc(n1)Cl)C#N)c1scc(n1)Cl,http://molview.org/?q=N#Cc1c(cc(cc1c1scc(n1)Cl)C#N)c1scc(n1)Cl,-6.88,-3.3,3.58,-0.66,,-3.04,6.89,6.89,7.71,,2.38,8.33,/scratch/adrion.d/workflow/dicyanobenzene_2_5
HHJMACYXOVCELS-UHFFFAOYSA-N,Clc1ccc([nH]1)[C@]1(Cl)N=N1,http://molview.org/?q=Clc1ccc([nH]1)[C@]1(Cl)N=N1,-6.47,-2.56,3.37,1.52,,,1.61,1.61,10.79,,,7.96,/scratch/abreha.b/diazirines
HHPNCAZFTRXBAF-UHFFFAOYSA-N,c1coc(c1)c1cc2c3cc(c4ccco4)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccco1)cc(c5ccc4)c1ccco1,http://molview.org/?q=c1coc(c1)c1cc2c3cc(c4ccco4)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccco1)cc(c5ccc4)c1ccco1,-5.32,-2.61,2.86,0.47,-1.4,,2.47,2.47,2.33,1.87,,5.91,/scratch/abreha.b/dibenzoperylenes
HIDNLJPCFPOABN-QPLCGJKRSA-N,Clc1ccc(nc1)c1ccc([nH]1)/N=N\c1ccc([nH]1)c1ccc(cn1)Cl,http://molview.org/?q=Clc1ccc(nc1)c1ccc([nH]1)/N=N\c1ccc([nH]1)c1ccc(cn1)Cl,-5.7,-2.7,2.49,,,,6.75,6.75,4.76,,0.33,6.28,/scratch/abreha.b/photoswitch_flows/pyrrole_cis
HIIQRJZJKGEARV-BUHFOSPRSA-N,OC#Cc1ccc(s1)/N=N/c1ccc(s1)C#CO,http://molview.org/?q=OC#Cc1ccc(s1)/N=N/c1ccc(s1)C#CO,-5.8,-2.89,3.04,0.95,,0.11,3.9,3.9,3.87,,0.84,6.6,/scratch/abreha.b/photoswitch_flows/thiophene_trans
HIIQRJZJKGEARV-YPKPFQOOSA-N,OC#Cc1ccc(s1)/N=N\c1ccc(s1)C#CO,http://molview.org/?q=OC#Cc1ccc(s1)/N=N\c1ccc(s1)C#CO,-5.91,-2.91,1.45,0.78,,,3.67,3.67,2.95,,,6.51,/scratch/mileson.b/thiophene_cis
HIRLFXMJOOSGRN-UHFFFAOYSA-N,FC(Oc1cnc(nc1)[C@@]1(N=N1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1cnc(nc1)[C@@]1(N=N1)OC(F)(F)F)(F)F,-8.19,-2.82,3.54,3.2,,,3.11,3.11,4.74,,,9.38,/scratch/abreha.b/diazirines
HJWFJDWBRCYNKW-BUHFOSPRSA-N,C=Cc1ccc(s1)/N=N/c1ccc(s1)C=C,http://molview.org/?q=C=Cc1ccc(s1)/N=N/c1ccc(s1)C=C,-5.95,-3.04,3.13,0.98,,0.23,0.0,0.0,0.0,,0.75,6.8,/scratch/abreha.b/photoswitch_flows/thiophene_trans
HJWFJDWBRCYNKW-YPKPFQOOSA-N,C=Cc1ccc(s1)/N=N\c1ccc(s1)C=C,http://molview.org/?q=C=Cc1ccc(s1)/N=N\c1ccc(s1)C=C,-5.92,-3.0,2.44,0.84,,0.71,6.32,6.32,5.22,,0.13,6.78,/scratch/mileson.b/thiophene_cis
HKALOLIZFKAIBY-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncc(s1)S)c1ncc(s1)S,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ncc(s1)S)c1ncc(s1)S,-6.36,-3.26,2.26,1.67,-0.77,-0.1,1.86,1.86,18.2,2.44,1.77,7.36,/scratch/adrion.d/workflow/anthracene
HKWYHBFIHMYDIK-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1[nH]cnc1)c1[nH]cnc1,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1[nH]cnc1)c1[nH]cnc1,-6.51,-3.16,2.25,1.68,-0.88,-0.34,4.42,4.42,8.21,2.56,2.02,7.58,/scratch/adrion.d/workflow/anthracene
HLJILERUQKKMNV-YADVMQPKSA-N,FC(O/N=C\c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(/C=N\OC(F)(F)F)ccc3c1c2)/C=N\OC(F)(F)F)(F)F,http://molview.org/?q=FC(O/N=C\c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(/C=N\OC(F)(F)F)ccc3c1c2)/C=N\OC(F)(F)F)(F)F,-5.83,-2.77,2.46,0.98,,,7.36,7.36,9.94,,,7.03,/scratch/abreha.b/descriptor_project/subpc
HLMUCIBHYYKEMX-OCEACIFDSA-N,FC(OC#Cc1ccc(cc1)/N=N/c1ccc(cc1)C#COC(F)(F)F)(F)F,http://molview.org/?q=FC(OC#Cc1ccc(cc1)/N=N/c1ccc(cc1)C#COC(F)(F)F)(F)F,-6.56,-2.83,2.74,1.66,,,0.0,0.0,1.42,,,7.43,/scratch/adrion.d/workflow/benzene_trans
HLTHIYIGVAIKPD-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ccc(cc1)[N+](=O)[O-])C#N)c1ccc(cc1)[N+](=O)[O-],http://molview.org/?q=N#Cc1c(cc(cc1c1ccc(cc1)[N+](=O)[O-])C#N)c1ccc(cc1)[N+](=O)[O-],-7.81,-3.12,3.9,2.77,,,5.32,5.32,6.22,,,9.21,/scratch/adrion.d/workflow/dicyanobenzene_2_5
HMGFWPOXOGPALO-FMQUCBEESA-N,Cc1coc(n1)c1ccc(o1)/N=N/c1ccc(o1)c1occ(n1)C,http://molview.org/?q=Cc1coc(n1)c1ccc(o1)/N=N/c1ccc(o1)c1occ(n1)C,-6.0,-3.11,2.84,1.06,,,2.58,2.58,2.6,,,6.7,/scratch/adrion.d/workflow/furan_trans
HMGFWPOXOGPALO-VXPUYCOJSA-N,Cc1coc(n1)c1ccc(o1)/N=N\c1ccc(o1)c1occ(n1)C,http://molview.org/?q=Cc1coc(n1)c1ccc(o1)/N=N\c1ccc(o1)c1occ(n1)C,-5.92,-3.15,2.4,0.86,,0.66,6.91,6.91,5.33,,0.2,0.0,/scratch/adrion.d/workflow/furan_cis
HNAWZOLTHHDZLP-VHXPQNKSSA-N,n1cc([nH]c1)c1ccc(cc1)/N=N\c1ccc(cc1)c1[nH]cnc1,http://molview.org/?q=n1cc([nH]c1)c1ccc(cc1)/N=N\c1ccc(cc1)c1[nH]cnc1,-6.04,-2.46,2.67,1.07,,0.56,6.59,6.59,6.56,,0.51,6.84,/scratch/abreha.b/photoswitch_flows/benzene_cis
HNAWZOLTHHDZLP-WCWDXBQESA-N,n1cc([nH]c1)c1ccc(cc1)/N=N/c1ccc(cc1)c1[nH]cnc1,http://molview.org/?q=n1cc([nH]c1)c1ccc(cc1)/N=N/c1ccc(cc1)c1[nH]cnc1,-6.07,-2.7,2.79,1.18,,0.1,2.11,2.11,1.32,,1.08,6.93,/scratch/adrion.d/workflow/benzene_trans
HNDZSZIWHLZPFS-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ccc(s1)OC(F)(F)F)C#N)c1ccc(s1)OC(F)(F)F,http://molview.org/?q=N#Cc1c(cc(cc1c1ccc(s1)OC(F)(F)F)C#N)c1ccc(s1)OC(F)(F)F,-6.74,-3.0,3.36,-1.01,,-3.49,2.86,2.86,4.72,,2.48,8.03,/scratch/adrion.d/workflow/dicyanobenzene_2_5
HNGBANBOPXOZKU-FMQUCBEESA-N,Cc1ccc(s1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(s1)C,http://molview.org/?q=Cc1ccc(s1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(s1)C,-5.46,-2.8,2.67,0.53,-1.45,-0.2,0.0,0.0,0.0,1.98,0.73,6.1,/scratch/adrion.d/workflow/furan_trans
HNQFQLQSWPUZAZ-UHFFFAOYSA-N,Cl[B@@-]12n3c4cc5n1c(cc1-c6c(-c([n+]21)cc3c1c4ccc(c1)c1ncc(o1)OC(F)(F)F)ccc(c6)c1ncc(o1)OC(F)(F)F)c1c5cc(cc1)c1ncc(o1)OC(F)(F)F,http://molview.org/?q=Cl[B@@-]12n3c4cc5n1c(cc1-c6c(-c([n+]21)cc3c1c4ccc(c1)c1ncc(o1)OC(F)(F)F)ccc(c6)c1ncc(o1)OC(F)(F)F)c1c5cc(cc1)c1ncc(o1)OC(F)(F)F,-5.75,-2.63,2.43,0.91,,-0.7,5.97,5.97,,,1.61,6.61,/scratch/abreha.b/descriptor_project/subpc
HOFOMOSKBNEFIX-UHFFFAOYSA-N,Cc1ncc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1cnc([nH]1)C,http://molview.org/?q=Cc1ncc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1cnc([nH]1)C,-5.33,-2.45,1.49,0.51,-1.5,-0.69,6.78,6.78,6.72,2.01,1.2,6.04,/scratch/abreha.b/dibenzoperylenes_2sub
HOPCHDDWOUAPGM-UHFFFAOYSA-N,N#Cc1cnc(o1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ncc(o1)C#N,http://molview.org/?q=N#Cc1cnc(o1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ncc(o1)C#N,-7.37,-3.47,2.37,2.49,,,4.55,4.55,2.24,,,8.54,/scratch/adrion.d/workflow/anthracene
HOSBRXAMJXQUKU-FMQUCBEESA-N,COc1csc(n1)c1ccc(s1)/N=N/c1ccc(s1)c1scc(n1)OC,http://molview.org/?q=COc1csc(n1)c1ccc(s1)/N=N/c1ccc(s1)c1scc(n1)OC,-5.79,-3.24,2.73,0.92,,0.21,2.39,2.39,2.0,,0.71,6.49,/scratch/abreha.b/photoswitch_flows/thiophene_trans
HOSBRXAMJXQUKU-VXPUYCOJSA-N,COc1csc(n1)c1ccc(s1)/N=N\c1ccc(s1)c1scc(n1)OC,http://molview.org/?q=COc1csc(n1)c1ccc(s1)/N=N\c1ccc(s1)c1scc(n1)OC,-5.82,-3.22,2.36,0.9,,0.78,5.02,5.02,4.44,,0.12,6.49,/scratch/mileson.b/thiophene_cis
HPBZGQTXBGDSSH-UHFFFAOYSA-N,Cc1ccc(n1C)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C)C,http://molview.org/?q=Cc1ccc(n1C)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C)C,-5.29,-2.39,1.5,0.43,-1.58,-0.8,1.05,1.05,2.42,2.01,1.23,5.9,/scratch/abreha.b/dibenzoperylenes_2sub
HQKAQFXKDDDRRA-UHFFFAOYSA-N,Cc1cnc(s1)[C@]1(C)N=N1,http://molview.org/?q=Cc1cnc(s1)[C@]1(C)N=N1,-6.82,-2.26,3.23,1.83,-1.11,,2.52,2.52,8.35,2.94,,8.12,/scratch/abreha.b/diazirines
HQNBDAOJHKGJIX-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ncc(o1)O)C#N)c1ncc(o1)O,http://molview.org/?q=N#Cc1c(cc(cc1c1ncc(o1)O)C#N)c1ncc(o1)O,-6.39,-2.95,3.0,-1.02,,,3.62,3.62,5.31,,,7.83,/scratch/adrion.d/workflow/dicyanobenzene_2_5
HQNLKYGVRZXMBK-UHFFFAOYSA-N,[O-][N+](=O)C1=CC=C(C1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)C1=CC=C(C1)[N+](=O)[O-])C1=CC=C(C1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)C1=CC=C(C1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)C1=CC=C(C1)[N+](=O)[O-])C1=CC=C(C1)[N+](=O)[O-],-5.73,-3.22,2.42,0.89,,-0.5,8.24,8.24,4.19,,1.39,6.78,/scratch/abreha.b/descriptor_project/subpc
HQZNRWKTEBNXIH-QURGRASLSA-N,COc1ccc(n1C=O)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C=O)OC,http://molview.org/?q=COc1ccc(n1C=O)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C=O)OC,-5.33,-2.76,2.47,,,,0.0,0.0,1.9,1.89,0.66,,/scratch/adrion.d/workflow/furan_trans
HRJYFAMWZAJLLV-UHFFFAOYSA-N,SC1=CC=C(S1(=O)=O)c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(S1(=O)=O)S)cc(c5ccc4)C1=CC=C(S1(=O)=O)S)C1=CC=C(S1(=O)=O)S,http://molview.org/?q=SC1=CC=C(S1(=O)=O)c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(S1(=O)=O)S)cc(c5ccc4)C1=CC=C(S1(=O)=O)S)C1=CC=C(S1(=O)=O)S,-5.74,-3.18,2.79,-4.31,,,8.09,8.09,6.2,,,0.08,/scratch/abreha.b/dibenzoperylenes
HRKIDDLONKMUSM-UHFFFAOYSA-N,COC1=CC=C(S1(=O)=O)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(S1(=O)=O)OC,http://molview.org/?q=COC1=CC=C(S1(=O)=O)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=C(S1(=O)=O)OC,-5.53,-2.8,1.45,,,,8.55,8.55,8.38,,1.07,0.08,/scratch/abreha.b/dibenzoperylenes_2sub
HRWLFTMZGJBJHO-QURGRASLSA-N,FC(OC#Cc1ccc(s1)/N=N/c1ccc(s1)C#COC(F)(F)F)(F)F,http://molview.org/?q=FC(OC#Cc1ccc(s1)/N=N/c1ccc(s1)C#COC(F)(F)F)(F)F,-6.33,-3.22,3.06,1.25,,0.35,0.1,0.1,0.03,,0.9,7.05,/scratch/abreha.b/photoswitch_flows/thiophene_trans
HRXWXWRBQHFEGV-UHFFFAOYSA-N,O=Cn1c(F)ccc1[C@]1(F)N=N1,http://molview.org/?q=O=Cn1c(F)ccc1[C@]1(F)N=N1,-7.17,-2.6,3.13,2.05,-1.02,-0.16,5.49,5.49,11.17,3.07,2.21,8.57,/scratch/abreha.b/diazirines
HRZMDDNONNZLPA-UHFFFAOYSA-N,FC(C#C[C@@]1(N=N1)C(F)(F)F)(F)F,http://molview.org/?q=FC(C#C[C@@]1(N=N1)C(F)(F)F)(F)F,-8.67,-3.05,3.74,3.81,0.17,0.81,1.45,1.45,2.07,3.64,3.0,10.53,/scratch/abreha.b/diazirines
HSKLKSYUIHWEBT-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(n1C)C)c1ccc(n1C)C,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(n1C)C)c1ccc(n1C)C,-5.87,-3.02,1.93,1.12,-1.03,-0.54,5.95,5.95,11.78,2.15,1.66,6.7,/scratch/adrion.d/workflow/anthracene
HSMLZGGPFLRQJN-DQRAZIAOSA-N,n1cnnc(n1)c1ccc(cc1)/N=N\c1ccc(cc1)c1nncnn1,http://molview.org/?q=n1cnnc(n1)c1ccc(cc1)/N=N\c1ccc(cc1)c1nncnn1,-6.81,-3.13,2.35,,,,1.35,1.35,1.19,2.05,1.37,,/scratch/abreha.b/photoswitch_flows/benzene_cis
HSMLZGGPFLRQJN-QURGRASLSA-N,n1cnnc(n1)c1ccc(cc1)/N=N/c1ccc(cc1)c1nncnn1,http://molview.org/?q=n1cnnc(n1)c1ccc(cc1)/N=N/c1ccc(cc1)c1nncnn1,-7.09,-3.27,2.34,1.9,,0.53,0.0,0.0,0.27,,1.37,8.0,/scratch/adrion.d/workflow/benzene_trans
